iter	Logloss
287	0.4289931475
288	0.4288835128
289	0.428883497
290	0.4288731098
291	0.4287768141
292	0.4287358969
293	0.4287005559
294	0.4285130269
295	0.4284768198
296	0.4283801993
297	0.4282644519
298	0.4281744958
299	0.4281522136
300	0.4281006789
301	0.4280242293
302	0.4279633944
303	0.4278911744
304	0.4277147162
305	0.4276435061
306	0.4275350766
307	0.4274592982
308	0.4274361944
309	0.4274361939
310	0.427355678
311	0.4272648287
312	0.4271820357
313	0.427045745
314	0.4270352873
315	0.426986517
316	0.4268854058
317	0.4266799747
318	0.4266385414
319	0.4266028691
320	0.4265206689
321	0.4265079046
322	0.4264181903
323	0.4263148323
324	0.4262773509
325	0.4262184346
326	0.4260625807
327	0.4260001872
328	0.4259527306
329	0.4257445099
330	0.4256825054
331	0.4255747712
332	0.4255432468
333	0.4253180504
334	0.4252675024
335	0.425236719
336	0.4251998231
337	0.4250470462
338	0.4249788529
339	0.4249315725
340	0.42485887
341	0.4247925127
342	0.4247035611
343	0.424608684
344	0.4245281183
345	0.4245100531
346	0.4245027348
347	0.4245006813
348	0.4244581823
349	0.4244555354
350	0.4244008499
351	0.424260236
352	0.4242348422
353	0.4241712868
354	0.4241654032
355	0.424147115
356	0.4239953888
357	0.4239216964
358	0.423854486
359	0.4238275271
360	0.4237573516
361	0.4236906373
362	0.4235713402
363	0.4234386152
364	0.4234180803
365	0.4233831426
366	0.4232935257
367	0.4232276426
368	0.4231408939
369	0.4230421605
370	0.4229884459
371	0.4229329894
372	0.4228979416
373	0.4228755062
374	0.422724437
375	0.4226606475
376	0.4225258397
377	0.4224501532
378	0.4223032607
379	0.4222962385
380	0.4222026836
381	0.4220867028
382	0.421943545
383	0.4218774249
384	0.4217914973
385	0.4217310868
386	0.4216634174
387	0.4215378382
388	0.4214925953
389	0.421444666
390	0.4213400351
391	0.4212536212
392	0.4212003805
393	0.4210514963
394	0.4210352797
395	0.4210340287
396	0.4210293115
397	0.4210048383
398	0.4209776065
399	0.4208843035
400	0.42082285
401	0.4208222069
402	0.4207812269
403	0.4206971898
404	0.4206175295
405	0.4205997449
406	0.4205752157
407	0.4204844051
408	0.4203086815
409	0.4202050478
410	0.4200984253
411	0.4198919114
412	0.4198244821
413	0.4196082063
414	0.4195439375
415	0.4194995989
416	0.4194860596
417	0.4194513529
418	0.4193517734
419	0.4193016095
420	0.4192930977
421	0.4192675598
422	0.4191800924
423	0.4191444219
424	0.4190269934
425	0.4190103688
426	0.4189882502
427	0.4189723113
428	0.418970284
429	0.418915874
430	0.4188357775
431	0.4188326142
432	0.4188325489
433	0.4187422151
434	0.418699846
435	0.4186493703
436	0.4186060141
437	0.4185417328
438	0.418427388
439	0.4183750326
440	0.4182608839
441	0.4182198383
442	0.4182149842
443	0.418117952
444	0.4180510846
445	0.4180475291
446	0.4180237274
447	0.4178810962
448	0.4178718467
449	0.4178284699
450	0.4177735262
451	0.41777346
452	0.4177133427
453	0.4176452866
454	0.4174306418
455	0.4172167218
456	0.4171922308
457	0.4171423007
458	0.4168999658
459	0.4168361147
460	0.4167944698
461	0.4167388833
462	0.4167100881
463	0.4166960904
464	0.4165250762
465	0.4164985893
466	0.4164072777
467	0.4163319689
468	0.4162916729
469	0.4161822112
470	0.4160839116
471	0.4160684918
472	0.4159578088
473	0.4159329774
474	0.415864929
475	0.4157769682
476	0.4156741786
477	0.4156004602
478	0.415529793
479	0.4154818477
480	0.4152852217
481	0.4152690644
482	0.4152025854
483	0.4150877894
484	0.4150487093
485	0.4150045315
486	0.4149680007
487	0.4149431361
488	0.4148886262
489	0.4148383574
490	0.4147950941
491	0.4146624104
492	0.4146053336
493	0.4145039795
494	0.4144164082
495	0.4143769993
496	0.4143049706
497	0.4142639253
498	0.4141517459
499	0.4141289822
500	0.4140133767
501	0.4139752935
502	0.4138519996
503	0.4137765838
504	0.4137142301
505	0.413698448
506	0.4135891603
507	0.413568217
508	0.4134998853
509	0.4134167376
510	0.4132694105
511	0.4132222316
512	0.4131376047
513	0.4129847808
514	0.4128486464
515	0.4127960811
516	0.4127005028
517	0.4126708441
518	0.4126037295
519	0.4125583402
520	0.4124558324
521	0.4123466046
522	0.4120522604
523	0.4118574467
524	0.4118570879
525	0.4117255552
526	0.4116883154
527	0.4116363659
528	0.4115832466
529	0.4115215751
530	0.411410446
531	0.4113459735
532	0.4112423001
533	0.4111048766
534	0.4110347035
535	0.4109366548
536	0.410853747
537	0.4106526522
538	0.4106175642
539	0.4105138459
540	0.4104302147
541	0.4103314662
542	0.4102479504
543	0.4102088268
544	0.4100764895
545	0.4100190189
546	0.4098700901
547	0.4098177423
548	0.4097609621
549	0.4095816655
550	0.4094904507
551	0.409408601
552	0.4093846147
553	0.4092350253
554	0.4090799232
555	0.4090096574
556	0.4089362162
557	0.408841915
558	0.4087571831
559	0.4086890867
560	0.4085866671
561	0.4085620358
562	0.4084269526
563	0.4083707839
564	0.4083227105
565	0.4082431843
566	0.4081484841
567	0.4079120976
568	0.4078023391
569	0.407801975
570	0.4077807601
571	0.4077057967
572	0.4076521239
573	0.4075802147
574	0.4075455064
575	0.4074920112
576	0.4074295993
577	0.4073877808
578	0.4073070954
579	0.4071934821
580	0.4071455869
581	0.4069902552
582	0.4068915031
583	0.4068614605
584	0.4066861781
585	0.4066749052
586	0.4065975999
587	0.4065488745
588	0.406475403
589	0.4063625654
590	0.406275434
591	0.4061042506
592	0.4060356415
593	0.405999121
594	0.405965913
595	0.4058680839
596	0.4057094773
597	0.405536191
598	0.4054256533
599	0.4053347517
600	0.4052457657
601	0.4051907022
602	0.4051620659
603	0.4050332889
604	0.4050080757
605	0.4049507423
606	0.4048176118
607	0.4047076129
608	0.4046268445
609	0.404456281
610	0.4043416743
611	0.4042500448
612	0.4041905642
613	0.4041168198
614	0.4040525017
615	0.4040159185
616	0.4039560176
617	0.4038629047
618	0.4038105332
619	0.4038094062
620	0.4036066804
621	0.4034717298
622	0.4033414067
623	0.403261167
624	0.4032168582
625	0.4031930039
626	0.403069584
627	0.4030053008
628	0.4030010389
629	0.4029747265
630	0.4029577721
631	0.4029291913
632	0.4029012109
633	0.4027579437
634	0.402709094
635	0.4024970877
636	0.4024720327
637	0.4024309301
638	0.402339838
639	0.4023282821
640	0.4022563484
641	0.4022136118
642	0.4020966091
643	0.4020560542
644	0.4019760371
645	0.4018524102
646	0.4017997633
647	0.4016806164
648	0.4016688394
649	0.4016011394
650	0.401546894
651	0.4014904782
652	0.4013920227
653	0.4013518256
654	0.4011815688
655	0.4011175881
656	0.4010460027
657	0.4010106716
658	0.4009306382
659	0.4008844772
660	0.4008579311
661	0.4008105366
662	0.4007671124
663	0.4006666932
664	0.4006234569
665	0.4005484811
666	0.400537876
667	0.4005072834
668	0.4003620255
669	0.4003311788
670	0.4002005519
671	0.4000106917
672	0.399911131
673	0.3998548015
674	0.3997913321
675	0.3997468354
676	0.3997459278
677	0.3997194281
678	0.3996334579
679	0.3995816274
680	0.399477144
681	0.3994421492
682	0.3993326167
683	0.3992126562
684	0.3990772871
685	0.3989615645
686	0.3988493739
687	0.3988107122
688	0.3987768028
689	0.3986861086
690	0.3985707585
691	0.3985051498
692	0.3984462727
693	0.3984009907
694	0.3983638907
695	0.39820676
696	0.3981360513
697	0.3980364803
698	0.3979710473
699	0.3979019261
700	0.3978659288
701	0.3977815837
702	0.3977421098
703	0.3977042669
704	0.3976922848
705	0.3976419336
706	0.3976014045
707	0.3974996289
708	0.3974343377
709	0.3972847863
710	0.3971715898
711	0.3971441215
712	0.3971179346
713	0.3970010567
714	0.3969704704
715	0.3968712872
716	0.3968482134
717	0.3967585411
718	0.3967115088
719	0.3967102672
720	0.3965443283
721	0.3964683826
722	0.3964135774
723	0.396407494
724	0.396321028
725	0.3962969864
726	0.3962664418
727	0.3962349748
728	0.3961561792
729	0.396045851
730	0.3959278188
731	0.3959157566
732	0.395817214
733	0.3957606205
734	0.3957376488
735	0.3956548113
736	0.3955827878
737	0.3954598459
738	0.3953656572
739	0.3953117862
740	0.395217865
741	0.3951672111
742	0.395126093
743	0.3950411832
744	0.3950340755
745	0.3949800382
746	0.3949559496
747	0.394856799
748	0.3947680503
749	0.394660531
750	0.3946217679
751	0.3945855999
752	0.3944153604
753	0.3943959503
754	0.3943739325
755	0.3942953601
756	0.3942682895
757	0.3942086676
758	0.3941861503
759	0.3941627856
760	0.3941097513
761	0.3940428824
762	0.3940178915
763	0.393994483
764	0.39396266
765	0.3938642244
766	0.3938628191
767	0.3937659274
768	0.3937015425
769	0.393700427
770	0.3936377119
771	0.393636616
772	0.3934943871
773	0.3934531627
774	0.393385591
775	0.3933742115
776	0.3933405199
777	0.3932649475
778	0.3931870714
779	0.3931757548
780	0.3930760433
781	0.3930749102
782	0.392994467
783	0.3929072772
784	0.3928105483
785	0.3927821949
786	0.3927252312
787	0.3926832712
788	0.3926405475
789	0.3926120664
790	0.3924034129
791	0.392402127
792	0.3923694925
793	0.3922956714
794	0.3922633084
795	0.3922248502
796	0.392163187
797	0.3921568316
798	0.3920455354
799	0.391998019
800	0.3918647907
801	0.3918030254
802	0.3917565117
803	0.3916985887
804	0.3916250945
805	0.3914776851
806	0.3913715083
807	0.3913166025
808	0.3912523566
809	0.3911961657
810	0.3911757458
811	0.3911368448
812	0.3910709633
813	0.3910450229
814	0.39093086
815	0.3908401028
816	0.3907759717
817	0.3906590979
818	0.3905818666
819	0.3904997527
820	0.3904454101
821	0.3904275543
822	0.3902780299
823	0.3900376344
824	0.3899808491
825	0.3899153649
826	0.3898339854
827	0.3897406928
828	0.3896664998
829	0.3896178819
830	0.3895721946
831	0.3894202394
832	0.3893369181
833	0.3892808084
834	0.3892282464
835	0.3891221401
836	0.38908859
837	0.3890443671
838	0.3888846856
839	0.3888107956
840	0.3888045782
841	0.3887118325
842	0.3885417673
843	0.3884300442
844	0.3883355766
845	0.3883142551
846	0.3882259738
847	0.3881639
848	0.388146726
849	0.388133959
850	0.3880641323
851	0.3880075976
852	0.3878457006
853	0.3877907422
854	0.3877470562
855	0.387735832
856	0.3877018023
857	0.3876815138
858	0.3876490426
859	0.3876301375
860	0.3874380414
861	0.3873435901
862	0.3873027895
863	0.3872128749
864	0.3871578711
865	0.3870866825
866	0.3870523203
867	0.3869467376
868	0.386854492
869	0.3867144003
870	0.3866582047
871	0.3865771404
872	0.3864691112
873	0.3864325577
874	0.3863925389
875	0.3863813638
876	0.3863064276
877	0.3862868093
878	0.3862146589
879	0.3861911732
880	0.3860844208
881	0.3860551648
882	0.3859824857
883	0.3858950878
884	0.3858495443
885	0.3858252823
886	0.3857750457
887	0.3857422649
888	0.3857009665
889	0.3856489562
890	0.3856408591
891	0.3855002653
892	0.3854364565
893	0.3852716597
894	0.3851163554
895	0.3850657419
896	0.3850073487
897	0.3849908948
898	0.3848564704
899	0.3848300384
900	0.3847923929
901	0.3847103132
902	0.3846522696
903	0.3846059007
904	0.3845237125
905	0.3844252608
906	0.384338117
907	0.3843325885
908	0.3843318734
909	0.3842969331
910	0.3842576615
911	0.3842364043
912	0.3842061329
913	0.3841125878
914	0.3840907448
915	0.3839587308
916	0.383892686
917	0.3838090697
918	0.3837197454
919	0.3836352302
920	0.3835635931
921	0.3834814125
922	0.3834807356
923	0.383457927
924	0.3834204322
925	0.3833760905
926	0.3832309166
927	0.383221878
928	0.3831815726
929	0.3831580256
930	0.3831426759
931	0.3830005555
932	0.3829002152
933	0.382870664
934	0.3828447499
935	0.3827655871
936	0.3827638761
937	0.3826695805
938	0.3826181233
939	0.382553835
940	0.3824717806
941	0.3824355294
942	0.3824122037
943	0.382351924
944	0.3823323816
945	0.382329434
946	0.3822669047
947	0.3821845138
948	0.3820337722
949	0.3819766718
950	0.3819259596
951	0.3818638786
952	0.3818428254
953	0.3816804105
954	0.3815955632
955	0.3815070248
956	0.3814905256
957	0.3813920192
958	0.3813373901
959	0.3812849759
960	0.3812082214
961	0.3811333472
962	0.3811022339
963	0.3810582649
964	0.3810115897
965	0.3809451757
966	0.3808571919
967	0.3808417405
968	0.3808411353
969	0.3807932466
970	0.3807457628
971	0.380724625
972	0.3806506824
973	0.3806083009
974	0.3805810795
975	0.3805438959
976	0.3804849083
977	0.3804797915
978	0.3803546859
979	0.3803026465
980	0.3802649668
981	0.3802395083
982	0.3801803199
983	0.3801340464
984	0.3800722988
985	0.3800231612
986	0.3800224467
987	0.3799428069
988	0.3798931291
989	0.3798775096
990	0.3798579642
991	0.3797662881
992	0.3797156493
993	0.379626618
994	0.3795740307
995	0.3794882241
996	0.3794606612
997	0.3794518459
998	0.3794486754
999	0.3794125051
